Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Unit Price,Unit Cost,Quantity,Discount,Sales,Profit
5230,CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,2,0.2,5.44,1.58
5231,CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,5,0.2,35.6,14.6
5232,CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,1,0,5.5,2.31
5233,CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,7,0.2,19.04,5.52
5234,CA-2014-115084,10/18/2014,10/22/2014,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,6,0,31.2,10.3
5235,CA-2017-131037,8/22/2017,8/23/2017,First Class,TM-21490,Tony Molinari,Consumer,United States,San Francisco,California,94110,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,1,0.2,4.16,1.29
5236,CA-2016-111143,11/19/2016,11/22/2016,First Class,TT-21265,Tim Taslimi,Corporate,United States,Indianapolis,Indiana,46203,Central,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,3,0,9.6,3.17
5237,CA-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0,7.8,2.42
5238,CA-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,3,0,12.6,4.54
5239,CA-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,2,0,6.8,2.24
5240,CA-2016-116561,9/11/2016,9/17/2016,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,95123,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0,15.6,5.46
5241,CA-2016-116561,9/11/2016,9/17/2016,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,95123,West,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,2,0.2,2.56,0.61
5242,CA-2016-110730,9/23/2016,9/26/2016,Second Class,CM-11815,Candace McMahon,Corporate,United States,Seattle,Washington,98115,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,2,0,17.8,7.65
5243,CA-2017-146367,8/4/2017,8/8/2017,Standard Class,HM-14860,Harry Marie,Corporate,United States,Carrollton,Texas,75007,Central,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,3,0.8,2.52,0.45
5244,CA-2016-149454,7/25/2016,7/26/2016,First Class,KM-16375,Katherine Murray,Home Office,United States,Arlington,Virginia,22204,South,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,1,0,8.9,3.92
5245,CA-2016-156265,8/2/2016,8/4/2016,Second Class,BF-11020,Barry Franz枚sisch,Corporate,United States,Los Angeles,California,90032,West,CHO-MLK-002,Chocolate,Milk Chocolate,Almond Chocolate,4.6,2.81,2,0.2,7.36,2.43
5246,CA-2016-156265,8/2/2016,8/4/2016,Second Class,BF-11020,Barry Franz枚sisch,Corporate,United States,Los Angeles,California,90032,West,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,3,0.2,4.32,1.04
5247,CA-2016-156265,8/2/2016,8/4/2016,Second Class,BF-11020,Barry Franz枚sisch,Corporate,United States,Los Angeles,California,90032,West,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,2,0.2,5.12,1.48
5248,US-2015-168914,5/21/2015,5/27/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Frankfort,Illinois,60423,Central,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,8,0.8,5.12,0.97
5249,US-2017-110989,11/3/2017,11/5/2017,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Seattle,Washington,98105,West,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,3,0,14.4,5.76
5250,CA-2015-106215,4/16/2015,4/21/2015,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,4,0.2,16.64,4.83
5251,US-2016-169369,12/12/2016,12/18/2016,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,31907,South,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,5,0,14.5,4.2
5252,US-2016-169369,12/12/2016,12/18/2016,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,31907,South,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,4,0,6,1.68
5253,CA-2015-132318,10/30/2015,11/2/2015,First Class,TT-21220,Thomas Thornton,Consumer,United States,Virginia Beach,Virginia,23464,South,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,3,0,4.5,1.26
5254,US-2014-131982,3/7/2014,3/11/2014,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Des Moines,Washington,98198,West,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,2,0.2,6.08,2.01
5255,CA-2015-125185,3/5/2015,3/7/2015,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018,East,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,2,0.3,4.48,1.12
5256,CA-2015-125185,3/5/2015,3/7/2015,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018,East,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,2,0.2,5.12,1.48
5257,CA-2016-130078,8/8/2016,8/14/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,2,0,8.4,3.02
5258,US-2017-114034,1/3/2017,1/8/2017,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Rancho Cucamonga,California,91730,West,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,6,0,16.8,5.71
5259,US-2017-115595,10/9/2017,10/11/2017,First Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90032,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,5,0,44.5,20.03
5260,CA-2017-158722,10/20/2017,10/26/2017,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19120,East,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0.2,6.24,1.62
5261,CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,3,0.2,13.2,4.88
5262,CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,2,0.8,1.16,0.14
5263,CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,1,0.3,3.64,1.02
5264,CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,4,0.2,4.8,1.1
5265,CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,3,0.2,6.72,1.95
5266,CA-2017-147452,9/30/2017,10/3/2017,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98103,West,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,2,0,3.2,0.83
5267,CA-2017-147452,9/30/2017,10/3/2017,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98103,West,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,3,0,8.4,2.69
5268,CA-2017-147452,9/30/2017,10/3/2017,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98103,West,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,1,0,3.2,1.06
5269,US-2017-114657,11/16/2017,11/21/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Yonkers,New York,10701,East,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,4,0,11.6,3.25
5270,CA-2017-144484,9/11/2017,9/11/2017,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,94110,West,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,4,0,6,1.68
5271,CA-2017-144484,9/11/2017,9/11/2017,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,94110,West,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,5,0,17.5,5.95
5272,CA-2017-125913,1/16/2017,1/16/2017,Same Day,JO-15145,Jack O'Briant,Corporate,United States,Los Angeles,California,90008,West,CHO-MLK-002,Chocolate,Milk Chocolate,Almond Chocolate,4.6,2.81,4,0,18.4,6.81
5273,CA-2017-125913,1/16/2017,1/16/2017,Same Day,JO-15145,Jack O'Briant,Corporate,United States,Los Angeles,California,90008,West,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,7,0.2,19.04,5.14
5274,US-2016-158309,11/26/2016,11/29/2016,First Class,PA-19060,Pete Armstrong,Home Office,United States,Miami,Florida,33142,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,4,0.7,6.24,1.25
5275,CA-2015-162887,11/7/2015,11/9/2015,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,5408,East,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,3,0,9.6,3.17
5276,CA-2017-147333,12/14/2017,12/20/2017,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fayetteville,Arkansas,72701,South,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,4,0,6.4,1.66
5277,CA-2017-147333,12/14/2017,12/20/2017,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fayetteville,Arkansas,72701,South,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,5,0,14.5,3.91
5278,CA-2014-113859,9/13/2014,9/17/2014,Standard Class,BC-11125,Becky Castell,Home Office,United States,Odessa,Texas,79762,Central,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,6,0.3,10.92,2.62
5279,CA-2014-159681,12/7/2014,12/13/2014,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Virginia Beach,Virginia,23464,South,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,4,0,14,4.76
5280,US-2017-104094,9/7/2017,9/11/2017,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Milwaukee,Wisconsin,53209,Central,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,1,0,4.2,1.51
5281,CA-2017-152709,10/7/2017,10/12/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,2,0,3.2,0.9
5282,CA-2015-105158,9/5/2015,9/10/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901,Central,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,2,0,6.4,2.11
5283,CA-2015-105158,9/5/2015,9/10/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901,Central,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,3,0,8.4,2.69
5284,CA-2014-133424,3/30/2014,4/4/2014,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,3,0,14.4,5.04
5285,CA-2014-133424,3/30/2014,4/4/2014,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,3,0,26.7,11.48
5286,CA-2017-105991,5/5/2017,5/6/2017,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,9,0.2,39.6,15.05
5287,CA-2017-105991,5/5/2017,5/6/2017,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027,West,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,8,0.7,11.52,2.65
5288,CA-2017-105991,5/5/2017,5/6/2017,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027,West,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0.7,2.34,0.4
5289,US-2017-136784,4/30/2017,5/5/2017,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,San Francisco,California,94122,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,4,0,22,9.02
5290,CA-2014-146283,9/8/2014,9/15/2014,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,2,0.2,5.12,1.48
5291,CA-2014-146283,9/8/2014,9/15/2014,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,5,0.3,16.8,5.71
5292,CA-2014-146283,9/8/2014,9/15/2014,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,6,0.2,15.36,4.76
5293,CA-2017-151218,6/20/2017,6/23/2017,First Class,PJ-19015,Pauline Johnson,Consumer,United States,Miami,Florida,33180,South,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,1,0.2,1.76,0.49
5294,CA-2015-111073,12/26/2015,12/30/2015,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Medina,Ohio,44256,East,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,1,0.4,1.92,0.48
5295,CA-2017-144883,8/15/2017,8/19/2017,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Roseville,Minnesota,55113,Central,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,8,0,28,8.96
5296,CA-2017-142174,3/4/2017,3/9/2017,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77041,Central,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,2,0.2,4.16,1.12
5297,CA-2017-108791,7/27/2017,7/31/2017,Standard Class,TM-21490,Tony Molinari,Consumer,United States,Yonkers,New York,10701,East,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,1,0,5.2,1.82
5298,CA-2017-108791,7/27/2017,7/31/2017,Standard Class,TM-21490,Tony Molinari,Consumer,United States,Yonkers,New York,10701,East,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,8,0,44,18.48
5299,CA-2016-106656,9/23/2016,9/26/2016,First Class,DV-13045,Darrin Van Huff,Corporate,United States,San Diego,California,92037,West,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,2,0,8.4,2.86
5300,CA-2016-106656,9/23/2016,9/26/2016,First Class,DV-13045,Darrin Van Huff,Corporate,United States,San Diego,California,92037,West,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,3,0,9.6,2.98
5301,CA-2016-113831,5/30/2016,6/3/2016,Standard Class,AH-10690,Anna H盲berlin,Corporate,United States,Springfield,Virginia,22153,South,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,10,0,22,6.6
5302,CA-2016-113831,5/30/2016,6/3/2016,Standard Class,AH-10690,Anna H盲berlin,Corporate,United States,Springfield,Virginia,22153,South,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,6,0,22.8,8.21
5303,CA-2016-113831,5/30/2016,6/3/2016,Standard Class,AH-10690,Anna H盲berlin,Corporate,United States,Springfield,Virginia,22153,South,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,6,0,15.6,4.52
5304,US-2014-139500,11/16/2014,11/20/2014,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Decatur,Illinois,62521,Central,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,2,0.3,6.72,2.08
5305,US-2014-166310,9/21/2014,9/23/2014,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Garland,Texas,75043,Central,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,2,0.6,2.24,0.47
5306,US-2016-168410,2/21/2016,2/26/2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,5,0,17,5.27
5307,US-2016-168410,2/21/2016,2/26/2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0,15.6,5.15
5308,US-2016-168410,2/21/2016,2/26/2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,2,0,11,4.4
5309,CA-2017-131254,11/19/2017,11/21/2017,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0.3,10.92,3.17
5310,CA-2017-131254,11/19/2017,11/21/2017,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,5,0.2,6,1.44
5311,CA-2017-131254,11/19/2017,11/21/2017,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,6,0.8,3.84,0.65
5312,CA-2016-123414,8/21/2016,8/27/2016,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834,South,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,4,0.2,15.36,4.92
5313,CA-2016-123414,8/21/2016,8/27/2016,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834,South,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,2,0.2,4.48,1.3
5314,CA-2017-137876,4/30/2017,5/5/2017,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,2,0,3,0.78
5315,CA-2017-137876,4/30/2017,5/5/2017,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,4,0,6.4,1.66
5316,CA-2016-154060,5/2/2016,5/8/2016,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405,South,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,9,0.2,23.04,6.68
5317,US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,2,0.2,14.24,5.7
5318,US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,1,0.2,4.16,1.25
5319,US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,4,0.2,10.88,3.05
5320,US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0.7,4.68,0.94
5321,US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,7,0.4,23.1,7.62
5322,US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,4,0.7,3.12,0.5
5323,US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,2,0.2,5.6,1.62
5324,CA-2017-134439,9/18/2017,9/23/2017,Second Class,TM-21010,Tamara Manning,Consumer,United States,Grand Island,Nebraska,68801,Central,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,2,0,8.4,3.02
5325,CA-2015-119508,12/4/2015,12/9/2015,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,5,0,8,2.24
5326,CA-2015-119508,12/4/2015,12/9/2015,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,6,0,15.6,4.84
5327,CA-2015-152681,1/17/2015,1/22/2015,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Lawrence,Massachusetts,1841,East,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,2,0,6.4,2.11
5328,CA-2014-130813,1/6/2014,1/8/2014,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,West,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,3,0,4.8,1.34
5329,CA-2015-120320,3/5/2015,3/9/2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,Central,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,2,0.2,8.32,2.58
5330,CA-2016-111941,12/25/2016,12/28/2016,Second Class,BD-11620,Brian DeCherney,Consumer,United States,New York City,New York,10035,East,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,2,0.2,6.72,2.15
5331,CA-2016-123120,9/4/2016,9/8/2016,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,1,0,2.8,0.95
5332,CA-2016-123120,9/4/2016,9/8/2016,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,5,0.2,15.2,5.17
5333,CA-2016-123120,9/4/2016,9/8/2016,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011,East,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,4,0,22,9.24
5334,CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,4,0,19.2,7.68
5335,CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,3,0,8.4,2.86
5336,CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,1,0,3.2,1.06
5337,CA-2015-169278,5/21/2015,5/25/2015,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Seattle,Washington,98105,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,4,0.2,9.28,2.13
5338,CA-2017-111577,10/16/2017,10/21/2017,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Scottsdale,Arizona,85254,West,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,7,0.2,19.6,5.49
5339,CA-2015-146486,11/9/2015,11/14/2015,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,5,0,17,5.61
5340,CA-2015-146486,11/9/2015,11/14/2015,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,6,0,20.4,6.73
5341,CA-2015-146486,11/9/2015,11/14/2015,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,2,0,5.6,1.9
5342,CA-2015-146486,11/9/2015,11/14/2015,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,5,0,17,5.61
5343,US-2014-168501,11/21/2014,11/27/2014,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,1,0.2,1.76,0.46
5344,US-2014-168501,11/21/2014,11/27/2014,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,5,0.2,12.8,3.46
5345,CA-2015-112053,10/11/2015,10/13/2015,Second Class,SH-20395,Shahid Hopkins,Consumer,United States,Rochester,New York,14609,East,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,1,0,2.6,0.81
